"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","...17","...18","...19","...20","...21","Rank","Value","Age"
"Brod","Attrey","Male",46,"1966-11-05","Budget/Accounting Analyst III","n/a","Mass Customer","N","Yes",14,"180 Lakewood Park",2194,"NSW","Australia",8,1.04,1.3,1.3,1.105,820,820,0.584375,54
"Manny","Mandy","Male",36,"1977-01-28","Account Representative III","Argiculture","Mass Customer","N","No",16,"6 Union Center",4280,"QLD","Australia",7,0.63,0.63,0.63,0.5355,820,820,0.584375,44
"Becky","Lassen","Female",11,"1973-05-11","Sales Associate","Financial Services","Mass Customer","N","Yes",7,"41153 Pond Park",2251,"NSW","Australia",8,0.4,0.5,0.5,0.425,820,820,0.584375,47
"Tessa","Heakey","Female",43,"1971-05-31","Senior Financial Analyst","Financial Services","Mass Customer","N","No",9,"6233 Fulton Point",3337,"VIC","Australia",6,0.46,0.46,0.46,0.391,820,820,0.584375,49
"Herbert","Henryson","Male",21,"1995-10-10","Marketing Manager","n/a","Mass Customer","N","No",4,"05123 Bobwhite Plaza",2528,"NSW","Australia",9,0.75,0.75,0.9375,0.796875,820,820,0.584375,25
"Cristie","Bence","Female",49,"2000-04-17","Automation Specialist II","n/a","High Net Worth","N","No",9,"3413 Schmedeman Court",4122,"QLD","Australia",8,1.01,1.01,1.01,1.01,828,828,0.58,20
"Renate","Whyte","Female",60,"1963-12-08","Registered Nurse","Health","High Net Worth","N","Yes",15,"4189 Laurel Center",2620,"NSW","Australia",7,0.79,0.9875,0.9875,0.9875,828,828,0.58,57
"Toma","Woolforde","Female",67,"1992-03-09","Cost Accountant","Financial Services","Mass Customer","N","Yes",5,"76 Melody Avenue",2092,"NSW","Australia",12,0.77,0.9625,1.203125,1.02265625,830,830,0.578,28
"Dorie","Dunleavy","Female",24,"1962-05-05","Registered Nurse","Health","Affluent Customer","N","No",12,"1 Mcguire Lane",3356,"VIC","Australia",4,1.01,1.01,1.01,1.01,830,830,0.578,58
"Ellie","Toope","Female",29,"1973-08-11","Staff Accountant III","Property","High Net Worth","N","Yes",4,"8734 Fulton Hill",2156,"NSW","Australia",11,0.7,0.875,1.09375,1.09375,832,832,0.575,47
"Teodor","Mullinder","Male",56,"1962-08-26","Nuclear Power Engineer","Manufacturing","High Net Worth","N","No",11,"43 Pond Junction",3216,"VIC","Australia",5,0.97,0.97,0.97,0.97,832,832,0.575,58
"Jared","Fendlow","Male",79,"1963-08-25","Media Manager II","Financial Services","Mass Customer","N","No",15,"6195 Bellgrove Lane",4211,"QLD","Australia",7,0.46,0.46,0.46,0.391,832,832,0.575,57
"Monty","Thomazin","Male",7,"1951-09-16","Quality Engineer","n/a","Mass Customer","N","Yes",13,"30738 Muir Avenue",3105,"VIC","Australia",10,0.75,0.9375,1.171875,0.99609375,838,838,0.57375,69
"Briano","Janowski","Male",66,"1994-07-17","Analyst Programmer","n/a","Mass Customer","N","No",7,"3259 Eagan Parkway",2066,"NSW","Australia",8,0.94,0.94,0.94,0.799,838,838,0.57375,26
"Logan","Colomb","Male",74,"1948-01-01","Recruiter","n/a","Mass Customer","N","Yes",19,"266 Lakewood Terrace",2761,"NSW","Australia",8,0.43,0.5375,0.5375,0.456875,840,840,0.57109375,73
"Nichols","Devinn","Male",47,"1979-09-29","Recruiter","n/a","Affluent Customer","N","No",11,"5280 Waxwing Point",2071,"NSW","Australia",12,0.83,0.83,1.0375,1.0375,842,842,0.57,41
"Catha","Davitt","Female",79,"1958-04-16","Environmental Specialist","Property","High Net Worth","N","Yes",6,"192 South Junction",2567,"NSW","Australia",7,0.89,1.1125,1.1125,1.1125,843,843,0.5695,62
"Melosa","McOwan","Female",25,"2001-04-17","Compensation Analyst","Financial Services","Mass Customer","N","No",12,"900 Victoria Way",2211,"NSW","Australia",9,0.52,0.52,0.65,0.5525,843,843,0.5695,19
"Maris","Leete","Female",21,"1973-04-14","Engineer IV","Retail","Mass Customer","N","No",7,"06 Main Alley",4300,"QLD","Australia",4,0.53,0.53,0.53,0.4505,845,845,0.563125,47
"Wilburt","Padden","Male",22,"1994-09-30","Engineer I","Manufacturing","Mass Customer","N","No",3,"22 Muir Avenue",2148,"NSW","Australia",5,0.91,0.91,0.91,0.7735,845,845,0.563125,26
"Rosabelle","Godsmark","Female",60,"1995-10-19","Executive Secretary","n/a","Mass Customer","N","Yes",3,"4871 Caliangt Hill",4102,"QLD","Australia",8,0.69,0.8625,0.8625,0.733125,845,845,0.563125,25
"Guilbert","Bearns","Male",42,"1982-10-29","Financial Analyst","Financial Services","Mass Customer","N","Yes",5,"47776 Packers Street",3226,"VIC","Australia",8,0.86,1.075,1.075,0.91375,845,845,0.563125,38
"Meridith","Urwin","Female",62,"1997-03-07","Registered Nurse","Health","High Net Worth","N","Yes",10,"535 Graedel Circle",2444,"NSW","Australia",7,1.1,1.375,1.375,1.375,845,845,0.563125,23
"Gerta","Porrett","Female",46,"1959-11-13","Registered Nurse","Health","High Net Worth","N","No",12,"074 Badeau Crossing",3250,"VIC","Australia",2,0.95,0.95,0.95,0.95,851,851,0.5625,61
"Karrah","Howell","Female",63,"1956-11-07","Civil Engineer","Manufacturing","Mass Customer","N","No",17,"4897 Melody Road",2566,"NSW","Australia",9,0.97,0.97,1.2125,1.030625,851,851,0.5625,64
"Alick","Baise","Male",62,"1998-08-16","Pharmacist","Health","Mass Customer","N","Yes",1,"096 Gateway Road",2747,"NSW","Australia",8,0.77,0.9625,0.9625,0.818125,851,851,0.5625,22
"Casandra","Betteridge","Female",29,"1942-09-10","Cost Accountant","Financial Services","Affluent Customer","N","Yes",9,"68 Bluestem Center",3166,"VIC","Australia",10,0.66,0.825,1.03125,1.03125,854,854,0.561,78
"Maurine","Clee","Female",45,"1980-09-13","Automation Specialist II","Property","High Net Worth","N","Yes",5,"6 Maple Plaza",2042,"NSW","Australia",10,0.68,0.85,1.0625,1.0625,854,854,0.561,40
"Hayes","Daveren","Male",32,"1953-03-27","VP Quality Control","Manufacturing","Affluent Customer","N","Yes",11,"1 Becker Parkway",4350,"QLD","Australia",2,0.59,0.7375,0.7375,0.7375,856,856,0.56,67
"Piper","Issacov","Female",67,"1939-11-08","Human Resources Assistant III","Health","Affluent Customer","N","Yes",22,"52201 Tony Avenue",2088,"NSW","Australia",9,0.64,0.8,1,1,856,856,0.56,81
"Markus","Pendrey","Male",88,"1959-08-01","Clinical Specialist","Health","Affluent Customer","N","Yes",12,"2382 Anthes Crossing",2153,"NSW","Australia",10,1.07,1.3375,1.671875,1.671875,859,859,0.5578125,61
"Sile","Zappel","Female",47,"1958-03-29","Business Systems Development Analyst","IT","High Net Worth","N","No",15,"44350 Buell Alley",4018,"QLD","Australia",6,0.5,0.5,0.5,0.5,859,859,0.5578125,62
"Craggy","Happel","Male",37,"1979-02-10","Marketing Manager","Manufacturing","High Net Worth","N","Yes",8,"23 Del Sol Alley",3064,"VIC","Australia",6,0.44,0.55,0.55,0.55,859,859,0.5578125,41
"Egor","Mariette","Male",42,"1980-11-26","Financial Advisor","Financial Services","Affluent Customer","N","No",3,"79 Mockingbird Plaza",3163,"VIC","Australia",7,0.61,0.61,0.61,0.61,862,862,0.5525,40
"Reinald","Bembrigg","Male",54,"1953-08-21","Senior Financial Analyst","Financial Services","Affluent Customer","N","No",10,"858 Portage Hill",2770,"NSW","Australia",7,0.73,0.73,0.73,0.73,862,862,0.5525,67
"Kissie","Line","Female",2,"2000-05-20","Environmental Tech","Manufacturing","Affluent Customer","N","Yes",7,"629 Grasskamp Junction",2200,"NSW","Australia",9,0.46,0.575,0.71875,0.71875,862,862,0.5525,20
"Quentin","Gerleit","Female",32,"1990-09-15","Associate Professor","Manufacturing","Mass Customer","N","No",4,"88 Aberg Circle",3806,"VIC","Australia",8,0.86,0.86,0.86,0.731,865,865,0.55,30
"Karoly","Burgoine","Male",57,"1947-04-06","Account Representative IV","Health","High Net Worth","N","Yes",21,"18 Morning Circle",3012,"VIC","Australia",2,1.09,1.3625,1.3625,1.3625,865,865,0.55,73
"Clarine","Piecha","Female",99,"1964-12-07","Dental Hygienist","Health","High Net Worth","N","No",14,"7523 Eggendart Hill",4151,"QLD","Australia",10,1.01,1.01,1.2625,1.2625,865,865,0.55,56
"Mycah","Beaston","Male",11,"1961-07-31","Environmental Specialist","n/a","High Net Worth","N","Yes",12,"2 Mandrake Street",2221,"NSW","Australia",11,0.54,0.675,0.84375,0.84375,865,865,0.55,59
"Clemmie","Bartoszewicz","Female",87,"1958-07-28","Statistician IV","Financial Services","Mass Customer","N","No",8,"727 Morrow Parkway",3197,"VIC","Australia",9,0.67,0.67,0.8375,0.711875,865,865,0.55,62
"Randall","Mason","Male",95,"1974-07-28","Product Engineer","Health","Mass Customer","N","Yes",12,"83497 Memorial Plaza",2570,"NSW","Australia",11,0.72,0.9,1.125,0.95625,870,870,0.544,46
"Donica","Humby","Female",47,"1967-06-01","Senior Cost Accountant","Financial Services","Mass Customer","N","No",4,"488 Briar Crest Court",2101,"NSW","Australia",12,1.09,1.09,1.3625,1.158125,871,871,0.541875,53
"Lotty","Loach","Female",76,"1961-08-23","Nurse","Health","High Net Worth","N","Yes",7,"78451 South Street",2380,"NSW","Australia",3,1.07,1.3375,1.3375,1.3375,871,871,0.541875,59
"Marie-jeanne","Breawood","Female",37,"1953-10-12","Clinical Specialist","Health","High Net Worth","N","No",8,"6 Prairieview Pass",2770,"NSW","Australia",6,0.99,0.99,0.99,0.99,871,871,0.541875,67
"Thorvald","Duckerin","Male",58,"1995-10-20","Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",1,"4 Pine View Junction",3021,"VIC","Australia",8,0.68,0.85,0.85,0.85,871,871,0.541875,25
"Paulina","Iannuzzelli","Female",57,"1956-03-08","Automation Specialist I","Manufacturing","Mass Customer","N","No",19,"097 Hollow Ridge Alley",2118,"NSW","Australia",11,0.64,0.64,0.8,0.68,877,877,0.54,64
"Ricki","Padefield","Male",43,"1948-08-03","Automation Specialist III","Manufacturing","Affluent Customer","N","Yes",13,"860 Barby Lane",4275,"QLD","Australia",9,0.89,1.1125,1.390625,1.390625,877,877,0.54,72
"Lizette","McKeaveney","Female",30,"1994-04-11","Assistant Manager","Health","High Net Worth","N","Yes",13,"6412 Butternut Road",2050,"NSW","Australia",10,0.98,1.225,1.53125,1.53125,879,879,0.5375,26
"Jeno","Strafford","Male",67,"1941-07-21","Tax Accountant","Financial Services","High Net Worth","N","No",7,"891 Sachtjen Hill",4170,"QLD","Australia",9,0.49,0.49,0.6125,0.6125,879,879,0.5375,79
"Judi","Cazereau","Female",22,"1997-03-03","GIS Technical Architect","n/a","Affluent Customer","N","Yes",13,"22 Farmco Avenue",3851,"VIC","Australia",3,1.03,1.2875,1.2875,1.2875,883,883,0.53125,23
"Raleigh","Pont","Male",48,"1964-11-02","Associate Professor","Entertainment","Mass Customer","N","No",14,"7650 Gulseth Parkway",3139,"VIC","Australia",7,0.81,0.81,0.81,0.6885,883,883,0.53125,56
"Zachariah","Meininking","Male",40,"1938-06-09","Cost Accountant","Financial Services","Affluent Customer","N","Yes",20,"24815 Lindbergh Avenue",2749,"NSW","Australia",7,0.97,1.2125,1.2125,1.2125,883,883,0.53125,82
"Lesley","Garey","Male",52,"1994-03-29","Software Consultant","Telecommunications","Mass Customer","N","No",11,"924 Lindbergh Court",2226,"NSW","Australia",9,0.83,0.83,1.0375,0.881875,883,883,0.53125,26
"Adriena","Giffin","Female",27,"1957-03-17","Analog Circuit Design manager","Argiculture","Affluent Customer","N","Yes",5,"1 Manitowish Court",2259,"NSW","Australia",9,0.82,1.025,1.28125,1.28125,888,888,0.525,63
"Shay","Briand","Male",57,"1956-10-05","Project Manager","IT","Mass Customer","N","Yes",9,"1 Mandrake Way",3844,"VIC","Australia",1,0.63,0.7875,0.7875,0.669375,888,888,0.525,64
"Karney","Burstow","Male",51,"1972-07-02","Design Engineer","Property","Mass Customer","N","Yes",6,"4011 Prairieview Court",2031,"NSW","Australia",12,0.89,1.1125,1.390625,1.18203125,888,888,0.525,48
"Latrena","Yetts","Female",11,"1999-06-18","Civil Engineer","Manufacturing","High Net Worth","N","Yes",15,"53877 Dakota Crossing",2871,"NSW","Australia",3,0.64,0.8,0.8,0.8,893,893,0.520625,21
"Jesse","Alflat","Male",31,"1984-09-01","Executive Secretary","n/a","High Net Worth","N","No",5,"49 Northfield Drive",2145,"NSW","Australia",9,0.53,0.53,0.6625,0.6625,893,893,0.520625,36
"Kelcie","Kingaby","Female",54,"2000-03-24","Systems Administrator II","IT","Mass Customer","N","Yes",6,"0 Summit Center",4019,"QLD","Australia",4,0.82,1.025,1.025,0.87125,893,893,0.520625,20
"Fabio","Commuzzo","Male",5,"1961-10-02","Software Test Engineer II","Manufacturing","Mass Customer","N","No",18,"66 Shopko Circle",3806,"VIC","Australia",8,0.57,0.57,0.57,0.4845,896,896,0.52,59
"Heall","Andrioli","Male",46,"1941-06-17","Environmental Tech","IT","Affluent Customer","N","Yes",7,"370 Eastwood Road",4133,"QLD","Australia",5,0.59,0.7375,0.7375,0.7375,896,896,0.52,79
"Rickert","Brasted","Male",47,"1959-09-18","Staff Scientist","Health","Mass Customer","N","No",10,"20 Hoffman Park",2145,"NSW","Australia",9,0.69,0.69,0.8625,0.733125,898,898,0.5125,61
"Hedwig","Jayme","Female",38,"1952-08-21","Accountant IV","Property","Affluent Customer","N","No",11,"6293 Hooker Point",2099,"NSW","Australia",10,0.82,0.82,1.025,1.025,899,899,0.51,68
"Pancho","Edis","Male",1,"1970-12-30","Assistant Professor","n/a","Mass Customer","N","No",13,"64467 Pankratz Pass",3023,"VIC","Australia",7,0.71,0.71,0.71,0.6035,899,899,0.51,50
"Andriana","Gosnoll","Female",53,"1964-05-19","Chief Design Engineer","Manufacturing","Mass Customer","N","No",8,"900 Brown Junction",2291,"NSW","Australia",10,1.09,1.09,1.3625,1.158125,899,899,0.51,56
"Nilson","Wiggam","Male",48,"1996-02-15","Paralegal","Financial Services","Mass Customer","N","No",9,"8845 Spaight Way",3049,"VIC","Australia",6,0.48,0.48,0.48,0.408,903,903,0.5015,24
"Denny","Spleving","Female",84,"1973-05-13","Business Systems Development Analyst","Manufacturing","Affluent Customer","N","Yes",5,"85420 Myrtle Road",2114,"NSW","Australia",8,0.94,1.175,1.46875,1.46875,904,904,0.5,47
"Conway","Juarez","Male",27,"1967-03-02","Help Desk Technician","n/a","Affluent Customer","N","No",17,"66904 American Ash Hill",4814,"QLD","Australia",5,1.1,1.1,1.1,1.1,904,904,0.5,53
"Shaw","MacEvilly","Male",10,"2000-05-06","Software Test Engineer III","Health","Affluent Customer","N","No",16,"34020 Sheridan Park",2768,"NSW","Australia",9,0.59,0.59,0.7375,0.7375,904,904,0.5,20
"Brook","Eade","Female",65,"1957-11-17","Sales Representative","Retail","Mass Customer","N","Yes",8,"58 Meadow Valley Court",2330,"NSW","Australia",5,0.79,0.9875,0.9875,0.839375,904,904,0.5,63
"Dolorita","Strutton","Female",7,"1991-05-21","General Manager","Manufacturing","Affluent Customer","N","No",17,"07 Acker Pass",3178,"VIC","Australia",8,0.49,0.49,0.49,0.49,904,904,0.5,29
"Harman","A'field","Male",39,"1960-12-27","Geologist III","Manufacturing","Affluent Customer","N","Yes",6,"31815 Vermont Drive",4227,"QLD","Australia",5,0.94,1.175,1.175,1.175,913,913,0.499375,60
"Hildegarde","Bamb","Female",16,"1961-02-10","Help Desk Operator","n/a","High Net Worth","N","Yes",10,"5070 Division Parkway",3910,"VIC","Australia",9,0.49,0.6125,0.765625,0.765625,913,913,0.499375,59
"Ilise","Clissold","Female",58,"1987-11-16","Developer IV","Entertainment","High Net Worth","N","No",9,"659 Comanche Plaza",2153,"NSW","Australia",10,0.58,0.58,0.725,0.725,913,913,0.499375,33
"Julita","Prene","Female",14,"1979-05-16","Chemical Engineer","Manufacturing","High Net Worth","N","Yes",13,"5 Myrtle Junction",4128,"QLD","Australia",2,0.67,0.8375,0.8375,0.8375,913,913,0.499375,41
"Ashlen","Willbond","Female",64,"1984-05-15","Software Consultant","Health","High Net Worth","N","No",16,"723 Grayhawk Way",3934,"VIC","Australia",8,0.91,0.91,0.91,0.91,913,913,0.499375,36
"Keely","Bointon","Female",71,"1988-10-16","Nurse","Telecommunications","High Net Worth","N","No",3,"55 Dorton Point",4154,"QLD","Australia",9,0.87,0.87,1.0875,1.0875,913,913,0.499375,32
"Poul","Gaskin","Male",78,"1950-06-15","Help Desk Operator","Telecommunications","High Net Worth","N","No",17,"9 Killdeer Circle",2643,"NSW","Australia",2,0.87,0.87,0.87,0.87,920,920,0.493,70
"Sheilakathryn","Huff","Female",45,"1958-05-15","Assistant Manager","n/a","High Net Worth","N","Yes",14,"04 Miller Drive",2477,"NSW","Australia",6,0.46,0.575,0.575,0.575,921,921,0.49,62
"Rubia","Evetts","Female",59,"1990-12-21","Pharmacist","Health","Mass Customer","N","No",16,"64213 Miller Point",2071,"NSW","Australia",9,0.58,0.58,0.725,0.61625,921,921,0.49,30
"Francklin","Cross","Male",51,"1981-04-06","Teacher","Property","Mass Customer","N","Yes",3,"24593 Jackson Parkway",2231,"NSW","Australia",10,1.03,1.2875,1.609375,1.36796875,921,921,0.49,39
"Lezlie","Clemits","Female",2,"1973-05-30","Senior Cost Accountant","Financial Services","Mass Customer","N","Yes",15,"0504 Nevada Drive",2155,"NSW","Australia",10,0.89,1.1125,1.390625,1.18203125,924,924,0.48875,47
"Kathe","Oller","Female",47,"1959-08-20","General Manager","Manufacturing","Mass Customer","N","Yes",5,"817 Loftsgordon Road",3029,"VIC","Australia",4,0.71,0.8875,0.8875,0.754375,926,926,0.4845,61
"Dulce","Bradwell","Female",61,"1957-07-03","Research Associate","Manufacturing","Mass Customer","N","No",20,"30 Lukken Point",4159,"QLD","Australia",9,0.84,0.84,1.05,0.8925,926,926,0.4845,63
"Felice","Dechelette","Male",75,"1998-02-05","Librarian","Entertainment","High Net Worth","N","No",3,"4 Kingsford Trail",4051,"QLD","Australia",4,0.74,0.74,0.74,0.74,928,928,0.48,23
"Ogdan","Blenkinship","Male",65,"1951-01-18","Occupational Therapist","Health","Mass Customer","N","Yes",21,"21712 Texas Court",3429,"VIC","Australia",5,0.66,0.825,0.825,0.70125,930,930,0.478125,70
"Kizzee","Agget","Female",98,"1976-07-25","Statistician II","Manufacturing","Affluent Customer","N","No",8,"122 Marcy Park",2213,"NSW","Australia",10,0.82,0.82,1.025,1.025,930,930,0.478125,44
"Stephi","Highton","Female",30,"1987-09-09","Software Engineer I","Telecommunications","Mass Customer","N","Yes",12,"293 Mendota Park",2154,"NSW","Australia",10,0.52,0.65,0.8125,0.690625,930,930,0.478125,33
"Morgen","Newport","Female",5,"1960-08-31","Project Manager","Manufacturing","Mass Customer","N","No",6,"9 Washington Center",3340,"VIC","Australia",4,0.87,0.87,0.87,0.7395,930,930,0.478125,60
"Eugenie","Brinson","Female",79,"1963-08-10","Assistant Media Planner","Entertainment","Mass Customer","N","Yes",17,"7109 Grayhawk Avenue",3073,"VIC","Australia",6,0.59,0.7375,0.7375,0.626875,936,936,0.476,57
"Reinold","Natt","Male",16,"1964-08-23","Help Desk Technician","Financial Services","High Net Worth","N","Yes",8,"70 Evergreen Hill",3207,"VIC","Australia",8,0.4,0.5,0.5,0.5,937,937,0.47,56
"Jo","Roberts","Female",41,"1945-10-31","Paralegal","Financial Services","High Net Worth","N","Yes",11,"20139 Lakewood Plaza",2440,"NSW","Australia",3,0.47,0.5875,0.5875,0.5875,937,937,0.47,75
"Jacklin","Duchant","Female",77,"1940-03-18","Legal Assistant","Argiculture","Mass Customer","N","No",17,"9 Memorial Road",4132,"QLD","Australia",4,0.58,0.58,0.58,0.493,939,939,0.4675,80
"Colas","Gabbitas","Male",98,"1946-09-09","Staff Scientist","Retail","High Net Worth","N","No",20,"3094 Elka Place",2166,"NSW","Australia",9,0.51,0.51,0.6375,0.6375,939,939,0.4675,74
"Angele","Cadore","Female",5,"1954-09-06","Chief Design Engineer","n/a","Mass Customer","N","Yes",7,"85894 Amoth Court",4125,"QLD","Australia",7,0.9,1.125,1.125,0.95625,939,939,0.4675,66
"Cicily","Hast","Female",63,"1971-04-26","Food Chemist","Health","Affluent Customer","N","Yes",8,"955 Burning Wood Way",2478,"NSW","Australia",3,0.92,1.15,1.15,1.15,939,939,0.4675,49
"Sim","Constantinou","Male",91,"1992-08-09","Analog Circuit Design manager","Property","Mass Customer","N","No",5,"41002 Loomis Park",2010,"NSW","Australia",9,1.06,1.06,1.325,1.12625,944,944,0.46,28
"Shanon","Rolfe","Female",63,"1941-08-19","Sales Representative","Retail","High Net Worth","N","No",8,"10 Cottonwood Point",2530,"NSW","Australia",7,0.92,0.92,0.92,0.92,944,944,0.46,79
"Chryste","Oddboy","Female",44,"1988-08-22","Software Engineer III","Manufacturing","High Net Worth","N","Yes",4,"2115 Maryland Alley",2320,"NSW","Australia",9,1.02,1.275,1.59375,1.59375,947,947,0.459,32
"Edin","Patinkin","Female",35,"1992-03-26","Account Executive","Health","Mass Customer","N","No",17,"6 Milwaukee Hill",3015,"VIC","Australia",4,0.41,0.41,0.41,0.3485,948,948,0.456875,28
"Nolly","Ivanchikov","Male",13,"1994-02-10","Help Desk Operator","Manufacturing","High Net Worth","N","Yes",11,"6792 Kropf Hill",2049,"NSW","Australia",11,1.05,1.3125,1.640625,1.640625,948,948,0.456875,26
"Michele","Pammenter","Male",23,"1983-06-26","Teacher","Health","High Net Worth","N","No",2,"37 Mesta Road",3198,"VIC","Australia",8,0.43,0.43,0.43,0.43,948,948,0.456875,37
"Liane","Abelevitz","Female",26,"1976-11-25","Operator","n/a","Mass Customer","N","No",3,"85340 Hovde Way",3153,"VIC","Australia",7,0.87,0.87,0.87,0.7395,951,951,0.4505,44
"Philbert","Bangs","Male",67,"1966-03-03","Environmental Specialist","IT","Mass Customer","N","Yes",6,"02643 Moose Court",4500,"QLD","Australia",7,1.02,1.275,1.275,1.08375,951,951,0.4505,54
"Lyndell","Jereatt","Female",14,"1994-11-28","Payment Adjustment Coordinator","n/a","High Net Worth","N","No",13,"58770 Monterey Plaza",2122,"NSW","Australia",12,1.01,1.01,1.2625,1.2625,954,954,0.45,26
"Maximilien","Bourget","Male",12,"1969-04-29","Geologist I","Financial Services","Mass Customer","N","Yes",6,"2941 Loftsgordon Hill",3337,"VIC","Australia",7,0.46,0.575,0.575,0.48875,956,956,0.44625,51
"Benedikta","Naptin","Female",59,"1995-08-13","Operator","Retail","Mass Customer","N","Yes",15,"345 Fieldstone Park",2121,"NSW","Australia",11,1.02,1.275,1.59375,1.3546875,956,956,0.44625,25
"Rhodie","Gaskall","Female",83,"1964-02-01","VP Quality Control","n/a","Mass Customer","N","Yes",9,"251 Pierstorff Alley",4170,"QLD","Australia",9,0.6,0.75,0.9375,0.796875,956,956,0.44625,57
"Afton","Andrassy","Female",78,"1998-10-14","Web Designer II","Retail","Mass Customer","N","No",7,"220 Cody Alley",3075,"VIC","Australia",8,0.61,0.61,0.61,0.5185,956,956,0.44625,22
"Blondell","Dibdall","Female",62,"1967-01-03","Programmer III","n/a","Mass Customer","N","No",4,"34 Bunting Pass",3048,"VIC","Australia",4,0.88,0.88,0.88,0.748,960,960,0.442,54
"Sonia","Dunstall","Female",0,"1975-07-30","Accountant III","Financial Services","Mass Customer","N","No",10,"99 Park Meadow Hill",2570,"NSW","Australia",9,0.49,0.49,0.6125,0.520625,960,960,0.442,45
"Benedikt","Adamou","Male",15,"1987-01-15","Recruiting Manager","Health","Mass Customer","N","No",11,"4 Bluestem Pass",3564,"VIC","Australia",3,0.56,0.56,0.56,0.476,960,960,0.442,34
"Don","Spratling","Male",82,"1969-01-05","Associate Professor","Property","Affluent Customer","N","Yes",7,"078 Erie Point",2760,"NSW","Australia",10,0.51,0.6375,0.796875,0.796875,963,963,0.44,52
"Moll","Ogilby","Female",25,"1980-12-19","Research Assistant III","Manufacturing","Mass Customer","N","Yes",13,"6 Hansons Crossing",4123,"QLD","Australia",6,1.06,1.325,1.325,1.12625,963,963,0.44,40
"Jammie","Seldner","Female",42,"1975-02-25","Human Resources Manager","Health","Mass Customer","N","Yes",15,"8 Saint Paul Junction",2066,"NSW","Australia",10,0.77,0.9625,1.203125,1.02265625,963,963,0.44,45
"Inglis","Pickaver","Male",33,"1994-06-25","Product Engineer","Telecommunications","Affluent Customer","N","No",1,"14067 Armistice Plaza",2770,"NSW","Australia",8,0.96,0.96,0.96,0.96,963,963,0.44,26
"Clarabelle","Broschek","Female",6,"1963-08-25","Geological Engineer","Manufacturing","Mass Customer","N","No",18,"8491 Pennsylvania Crossing",4035,"QLD","Australia",6,0.7,0.7,0.7,0.595,967,967,0.435625,57
"Tillie","Bisseker","Female",74,"1960-08-10","Civil Engineer","Manufacturing","High Net Worth","N","No",14,"59208 Barnett Avenue",2104,"NSW","Australia",12,0.97,0.97,1.2125,1.2125,967,967,0.435625,60
"Irving","Babcock","Male",60,"1986-01-17","Dental Hygienist","Health","High Net Worth","N","Yes",15,"36 Killdeer Crossing",2705,"NSW","Australia",1,0.51,0.6375,0.6375,0.6375,967,967,0.435625,35
"Evered","Gludor","Male",3,"1951-04-30","Electrical Engineer","Manufacturing","High Net Worth","N","Yes",15,"305 Sloan Junction",2168,"NSW","Australia",8,0.62,0.775,0.775,0.775,967,967,0.435625,69
"Mavra","Finan","Female",30,"1967-08-23","Nurse","Property","Affluent Customer","N","Yes",4,"88 Shopko Way",2034,"NSW","Australia",9,0.78,0.975,1.21875,1.21875,967,967,0.435625,53
"Alex","Patshull","Female",37,"1966-01-02","Senior Quality Engineer","Retail","Mass Customer","N","Yes",13,"446 High Crossing Way",4165,"QLD","Australia",5,0.88,1.1,1.1,0.935,974,974,0.425,55
"Aundrea","Outridge","Female",77,"2001-01-24","Structural Engineer","Financial Services","Affluent Customer","N","Yes",10,"1530 Columbus Lane",3186,"VIC","Australia",12,0.76,0.95,1.1875,1.1875,974,974,0.425,20
"Amby","Bodega","Male",63,"1968-06-12","Recruiter","n/a","Affluent Customer","N","Yes",17,"669 Declaration Street",3810,"VIC","Australia",6,0.56,0.7,0.7,0.7,974,974,0.425,52
"Esme","Pilipets","Male",15,"1967-05-06","Environmental Tech","Health","Mass Customer","N","Yes",5,"9 Ruskin Way",3228,"VIC","Australia",9,0.87,1.0875,1.359375,1.15546875,977,977,0.42,53
"Beverly","Domnick","Female",56,"1938-12-10","Structural Analysis Engineer","IT","Mass Customer","N","No",9,"8 Burning Wood Junction",2232,"NSW","Australia",10,0.83,0.83,1.0375,0.881875,977,977,0.42,82
"Artemis","Swanson","Male",77,"1977-02-12","Web Designer II","Argiculture","Mass Customer","N","Yes",13,"5 Melvin Park",3810,"VIC","Australia",5,0.59,0.7375,0.7375,0.626875,979,979,0.4165,43
"Daryle","Marginson","Male",93,"1986-06-27","Environmental Tech","Argiculture","Mass Customer","N","Yes",9,"21316 Ohio Place",2121,"NSW","Australia",12,1.08,1.35,1.6875,1.434375,979,979,0.4165,34
"Tyne","Anshell","Female",71,"1992-04-08","Mechanical Systems Engineer","n/a","Mass Customer","N","Yes",3,"93 Sutherland Terrace",2560,"NSW","Australia",8,0.56,0.7,0.7,0.595,979,979,0.4165,28
"Leona","Shorrock","Female",83,"1951-08-23","Senior Quality Engineer","Financial Services","Affluent Customer","N","Yes",22,"1560 Grim Avenue",4720,"QLD","Australia",1,0.97,1.2125,1.515625,1.515625,979,979,0.4165,69
"Bertrando","Carass","Male",45,"1956-06-25","Sales Associate","Property","Mass Customer","N","No",8,"1 Quincy Road",2565,"NSW","Australia",5,0.9,0.9,0.9,0.765,983,983,0.41,64
